"country";"indicator";"year";"value"
"HND";306;2010;7621,2
"HND";306;2011;7776,7
"HND";306;2012;7935,8
"HND";306;2013;8097,7
"HRV";306;1980;4400,8
"HRV";306;1985;4571
"HRV";306;1990;4793,5
"HRV";306;1995;4690,2
"HRV";306;2000;4475,2
"HRV";306;2005;4388,9
"HRV";306;2006;4378,6
"HRV";306;2007;4369,3
"HRV";306;2009;4349,9
"HRV";306;2010;4338
"HRV";306;2011;4323,8
"HRV";306;2012;4307,4
"HRV";306;2013;4289,7
"HTI";306;1980;5691,9
"HTI";306;1985;6389,4
"HTI";306;1990;7110,1
"HTI";306;1995;7838,2
"HTI";306;2000;8578,2
"HTI";306;2005;9260,9
"HTI";306;2006;9388,6
"HTI";306;2007;9513,7
"HTI";306;2009;9765,2
"HTI";306;2010;9896,4
"HTI";306;2011;10032,9
"HTI";306;2012;10173,8
"HTI";306;2013;10317,5
"HUN";306;1980;10759
"HUN";306;1985;10573
"HUN";306;1990;10385,1
"HUN";306;1995;10352
"HUN";306;2000;10224,1
"HUN";306;2005;10096
"HUN";306;2006;10077
"HUN";306;2007;10060,8
"HUN";306;2009;10031,1
"HUN";306;2010;10014,6
"HUN";306;2011;9996,2
"HUN";306;2012;9976,2
"HUN";306;2013;9954,9
"IDN";306;1980;145494,5
"IDN";306;1985;162458,9
"IDN";306;1990;178633,2
"IDN";306;1995;194112,6
"IDN";306;2000;208938,7
"IDN";306;2005;224480,9
"IDN";306;2006;227709,8
"IDN";306;2007;230972,8
"IDN";306;2009;237486,9
"IDN";306;2010;240676,5
"IDN";306;2011;243801,6
"IDN";306;2012;246864,2
"IDN";306;2013;249865,6
"IND";306;1980;698965,6
"IND";306;1985;781736,5
"IND";306;1990;868890,7
"IND";306;1995;955804,4
"IND";306;2000;1042261,8
"IND";306;2005;1127143,5
"IND";306;2006;1143289,4
"IND";306;2007;1159095,3
"IND";306;2009;1190138,1
"IND";306;2010;1205624,6
"IND";306;2011;1221156,3
"IND";306;2012;1236686,7
"IND";306;2013;1252139,6
"IRL";306;1980;3417,8
"IRL";306;1985;3534,1
"IRL";306;1990;3531,2
"IRL";306;1995;3610,9
"IRL";306;2000;3803,7
"IRL";306;2005;4158
"IRL";306;2006;4226,1
"IRL";306;2007;4290,5
"IRL";306;2009;4410,4
"IRL";306;2010;4467,6
"IRL";306;2011;4522,8
"IRL";306;2012;4575,9
"IRL";306;2013;4627,2
"IRN";306;1980;38889,5
"IRN";306;1985;47531,7
"IRN";306;1990;56361,9
"IRN";306;1995;60468,4
"IRN";306;2000;65911,1
"IRN";306;2005;70152,4
"IRN";306;2006;70976,6
"IRN";306;2007;71809,2
"IRN";306;2009;73543
"IRN";306;2010;74462,3
"IRN";306;2011;75424,3
"IRN";306;2012;76424,4
"IRN";306;2013;77447,2
"IRQ";306;1980;13653,4
"IRQ";306;1985;15576,4
"IRQ";306;1990;17517,5
"IRQ";306;1995;20363,1
"IRQ";306;2000;23801,2
"IRQ";306;2005;27377
"IRQ";306;2006;28064,1
"IRQ";306;2007;28740,6
"IRQ";306;2009;30163,2
"IRQ";306;2010;30962,4
"IRQ";306;2011;31837
"IRQ";306;2012;32778
"IRQ";306;2013;33765,2
"ISL";306;1980;228,1
"ISL";306;1985;241,4
"ISL";306;1990;254,8
"ISL";306;1995;267,5
"ISL";306;2000;281,2
"ISL";306;2005;296,7
"ISL";306;2006;300,7
"ISL";306;2007;305
"ISL";306;2009;313,8
"ISL";306;2010;318
"ISL";306;2011;322,1
"ISL";306;2012;325,9
"ISL";306;2013;329,5
"ISR";306;1980;3744,7
"ISR";306;1985;4082,8
"ISR";306;1990;4499,2
"ISR";306;1995;5331,6
"ISR";306;2000;6013,7
"ISR";306;2005;6603,7
"ISR";306;2006;6758,8
"ISR";306;2007;6930,1
"ISR";306;2009;7273,8
"ISR";306;2010;7420,4
"ISR";306;2011;7542,3
"ISR";306;2012;7643,9
"ISR";306;2013;7733,1
"ITA";306;1980;56220,6
"ITA";306;1985;56771,7
"ITA";306;1990;56831,9
"ITA";306;1995;56967,1
"ITA";306;2000;56986,1
"ITA";306;2005;58671,9
"ITA";306;2006;59078,3
"ITA";306;2007;59485,5
"ITA";306;2009;60220,3
"ITA";306;2010;60509
"ITA";306;2011;60729,3
"ITA";306;2012;60884,6
"ITA";306;2013;60990,3
"JAM";306;1980;2132,3
"JAM";306;1985;2297,2
"JAM";306;1990;2365,2
"JAM";306;1995;2462,1
"JAM";306;2000;2582,2
"JAM";306;2005;2682,1
"JAM";306;2006;2696,2
"JAM";306;2007;2708,2
"JAM";306;2009;2729,7
"JAM";306;2010;2741,5
"JAM";306;2011;2754,7
"JAM";306;2012;2768,9
"JAM";306;2013;2783,9
"JOR";306;1980;2280,7
"JOR";306;1985;2782,9
"JOR";306;1990;3358,5
"JOR";306;1995;4320,2
"JOR";306;2000;4767,5
"JOR";306;2005;5239,4
"JOR";306;2006;5428,9
"JOR";306;2007;5655,9
"JOR";306;2009;6181,3
"JOR";306;2010;6454,6
"JOR";306;2011;6731,2
"JOR";306;2012;7009,4
"JOR";306;2013;7273,8
"JPN";306;1980;115912,1
"JPN";306;1985;119988,7
"JPN";306;1990;122249,3
"JPN";306;1995;124483,3
"JPN";306;2000;125714,7
"JPN";306;2005;126978,8
"JPN";306;2006;127136
"JPN";306;2007;127248,9
"JPN";306;2009;127352,9
"JPN";306;2010;127352,8
"JPN";306;2011;127319,2
"JPN";306;2012;127249,7
"JPN";306;2013;127143,6
"KAZ";306;1980;14518,9
"KAZ";306;1985;15403
"KAZ";306;1990;16171,9
"KAZ";306;1995;15549,6
"KAZ";306;2000;14575,6
"KAZ";306;2005;15064,1
"KAZ";306;2006;15227,2
"KAZ";306;2007;15396
"KAZ";306;2009;15743,6
"KAZ";306;2010;15921,1
"KAZ";306;2011;16098
"KAZ";306;2012;16271,2
"KAZ";306;2013;16440,6
"KEN";306;1980;16267,9
"KEN";306;1985;19660
"KEN";306;1990;23446,4
"KEN";306;1995;27418,1
"KEN";306;2000;31285,1
"KEN";306;2005;35785,7
"KEN";306;2006;36757,5
"KEN";306;2007;37752,3
"KEN";306;2009;39824,7
"KEN";306;2010;40909,2
"KEN";306;2011;42027,9
"KEN";306;2012;43178,1
"KEN";306;2013;44353,7
"KGZ";306;1980;3627,5
"KGZ";306;1985;4013,5
"KGZ";306;1990;4394,5
"KGZ";306;1995;4592,1
"KGZ";306;2000;4954,9
"KGZ";306;2005;5042,4
"KGZ";306;2006;5081,6
"KGZ";306;2007;5134,3
"KGZ";306;2009;5265,2
"KGZ";306;2010;5334,2
"KGZ";306;2011;5403,4
"KGZ";306;2012;5474,2
"KGZ";306;2013;5547,5
"KHM";306;1980;6699,3
"KHM";306;1985;7777,2
"KHM";306;1990;9057,3
"KHM";306;1995;10769,2
"KHM";306;2000;12222,9
"KHM";306;2005;13356,4
"KHM";306;2006;13555,1
"KHM";306;2007;13747,3
"KHM";306;2009;14144,2
"KHM";306;2010;14364,9
"KHM";306;2011;14605,9
"KHM";306;2012;14864,6
"KHM";306;2013;15135,2
"KIR";306;1980;54,5
"KIR";306;1985;62,1
"KIR";306;1990;71
"KIR";306;1995;76,4
"KIR";306;2000;82,8
"KIR";306;2005;90,5
"KIR";306;2006;92
"KIR";306;2007;93,4
"KIR";306;2009;96,3
"KIR";306;2010;97,7
"KIR";306;2011;99,3
"KIR";306;2012;100,8
"KIR";306;2013;102,4
"KNA";306;1980;43,2
"KNA";306;1985;42
"KNA";306;1990;40,8
"KNA";306;1995;42,9
"KNA";306;2000;45,5
"KNA";306;2005;49,1
"KNA";306;2006;49,8
"KNA";306;2007;50,5
"KNA";306;2009;51,7
"KNA";306;2010;52,4
"KNA";306;2011;53
"KNA";306;2012;53,6
"KNA";306;2013;54,2
"KOR";306;1980;37451,1
"KOR";306;1985;40501,9
"KOR";306;1990;42972,3
"KOR";306;1995;44653
"KOR";306;2000;45977,2
"KOR";306;2005;47033,1
"KOR";306;2006;47291,5
"KOR";306;2007;47572,6
"KOR";306;2009;48165
"KOR";306;2010;48453,9
"KOR";306;2011;48732,6
"KOR";306;2012;49002,7
"KOR";306;2013;49262,7
"KWT";306;1980;1371,5
"KWT";306;1985;1730,4
"KWT";306;1990;2059,8
"KWT";306;1995;1586,1
"KWT";306;2000;1906,2
"KWT";306;2005;2296,3
"KWT";306;2006;2417,4
"KWT";306;2007;2554,9
"KWT";306;2009;2850,1
"KWT";306;2010;2991,6
"KWT";306;2011;3124,7
"KWT";306;2012;3250,5
"KWT";306;2013;3368,6
"LAO";306;1980;3250,9
"LAO";306;1985;3677,7
"LAO";306;1990;4244,5
"LAO";306;1995;4871,5
"LAO";306;2000;5388,3
"LAO";306;2005;5790,6
"LAO";306;2006;5895,9
"LAO";306;2007;6013,3
"LAO";306;2009;6268
"LAO";306;2010;6395,7
"LAO";306;2011;6521,3
"LAO";306;2012;6645,8
"LAO";306;2013;6769,7
"LBN";306;1980;2605,3
"LBN";306;1985;2676,6
"LBN";306;1990;2703
"LBN";306;1995;3033,4
"LBN";306;2000;3235,4
"LBN";306;2005;3986,9
"LBN";306;2006;4079,8
"LBN";306;2007;4139,8
"LBN";306;2009;4246,9
"LBN";306;2010;4341,1
"LBN";306;2011;4478,1
"LBN";306;2012;4647,1
"LBN";306;2013;4822
"LBR";306;1980;1892,5
"LBR";306;1985;2197,4
"LBR";306;1990;2102,9
"LBR";306;1995;2079,9
"LBR";306;2000;2892
"LBR";306;2005;3269,8
"LBR";306;2006;3384,8
"LBR";306;2007;3522,3
"LBR";306;2009;3821,4
"LBR";306;2010;3958
"LBR";306;2011;4079,7
"LBR";306;2012;4190,4
"LBR";306;2013;4294,1
"LBY";306;1980;3078,3
"LBY";306;1985;3738,8
"LBY";306;1990;4259,8
"LBY";306;1995;4747,6
"LBY";306;2000;5176,2
"LBY";306;2005;5594,5
"LBY";306;2006;5686,5
"LBY";306;2007;5782,1
"LBY";306;2009;5964,3
"LBY";306;2010;6040,6
"LBY";306;2011;6103,2
"LBY";306;2012;6154,6
"LBY";306;2013;6201,5
"LCA";306;1980;118
"LCA";306;1985;126,4
"LCA";306;1990;138,2
"LCA";306;1995;147
"LCA";306;2000;156,9
"LCA";306;2005;165,4
"LCA";306;2006;167,7
"LCA";306;2007;170,1
"LCA";306;2009;175,2
"LCA";306;2010;177,4
"LCA";306;2011;179,3
"LCA";306;2012;180,9
"LCA";306;2013;182,3
"LIE";306;1980;25,9
"LIE";306;1985;27,3
"LIE";306;1990;28,7
"LIE";306;1995;30,8
"LIE";306;2000;33,1
"LIE";306;2005;34,7
"LIE";306;2006;35
"LIE";306;2007;35,3
"LIE";306;2009;35,9
"LIE";306;2010;36,1
"LIE";306;2011;36,4
"LIE";306;2012;36,7
"LIE";306;2013;36,9
"LKA";306;1980;15033,2
"LKA";306;1985;16175,3
"LKA";306;1990;17324
"LKA";306;1995;18241,7
"LKA";306;2000;18846,4
"LKA";306;2005;19951,3
"LKA";306;2006;20137,6
"LKA";306;2007;20301,9
"LKA";306;2009;20601,7
"LKA";306;2010;20758,8
"LKA";306;2011;20925,5
"LKA";306;2012;21098,1
"LKA";306;2013;21273,2
"LSO";306;1980;1307,4
"LSO";306;1985;1467,9
"LSO";306;1990;1597,5
"LSO";306;1995;1753,8
"LSO";306;2000;1856,2
"LSO";306;2005;1925,8
"LSO";306;2006;1940,4
"LSO";306;2007;1955,8
"LSO";306;2009;1989,9
"LSO";306;2010;2008,9
"LSO";306;2011;2029,5
"LSO";306;2012;2051,5
"LSO";306;2013;2074,5
"LTU";306;1980;3431,9
"LTU";306;1985;3563,7
"LTU";306;1990;3697,4
"LTU";306;1995;3628,1
"LTU";306;2000;3498,4
"LTU";306;2005;3286,8
"LTU";306;2006;3238,8
"LTU";306;2007;3190,1
"LTU";306;2009;3102
"LTU";306;2010;3068,5
"LTU";306;2011;3044
"LTU";306;2012;3027,6
"LTU";306;2013;3016,9
"LUX";306;1980;364
"LUX";306;1985;366,9
"LUX";306;1990;381,8
"LUX";306;1995;408,2
"LUX";306;2000;436,1
"LUX";306;2005;457,8
"LUX";306;2006;466,2
"LUX";306;2007;476,3
"LUX";306;2009;498,1
"LUX";306;2010;507,9
"LUX";306;2011;516,3
"LUX";306;2012;523,7
"LUX";306;2013;530,4
"LVA";306;1980;2513,4
"LVA";306;1985;2582,1
"LVA";306;1990;2664
"LVA";306;1995;2488
"LVA";306;2000;2371,5
"LVA";306;2005;2227,6
"LVA";306;2006;2197,4
"LVA";306;2007;2167,2
"LVA";306;2009;2112,3
"LVA";306;2010;2090,5
"LVA";306;2011;2073,4
"LVA";306;2012;2060,4
"LVA";306;2013;2050,3
"MAR";306;1980;19798,7
"MAR";306;1985;22277,5
"MAR";306;1990;24675
"MAR";306;1995;26833,1
"MAR";306;2000;28710,1
"MAR";306;2005;30125,4
"MAR";306;2006;30395,1
"MAR";306;2007;30667,1
"MAR";306;2009;31276,6
"MAR";306;2010;31642,4
"MAR";306;2011;32059,4
"MAR";306;2012;32521,1
"MAR";306;2013;33008,2
"MCO";306;1980;26,7
"MCO";306;1985;28,8
"MCO";306;1990;29,4
"MCO";306;1995;30,7
"MCO";306;2000;32,1
"MCO";306;2005;33,8
"MCO";306;2006;34,4
"MCO";306;2007;35
"MCO";306;2009;36,3
"MCO";306;2010;36,8
"MCO";306;2011;37,3
"MCO";306;2012;37,6
"MCO";306;2013;37,8
"MDA";306;1980;4009,8
"MDA";306;1985;4214,9
"MDA";306;1990;4364,1
"MDA";306;1995;4339,1
"MDA";306;2000;4107,2
"MDA";306;2005;3767,1
"MDA";306;2006;3715,5
"MDA";306;2007;3672,6
"MDA";306;2009;3604,1
"MDA";306;2010;3573
"MDA";306;2011;3542,9
"MDA";306;2012;3514,4
"MDA";306;2013;3487,2
"MDG";306;1980;8746,5
"MDG";306;1985;9981,1
"MDG";306;1990;11545,8
"MDG";306;1995;13452,5
"MDG";306;2000;15744,8
"MDG";306;2005;18290,4
"MDG";306;2006;18826,1
"MDG";306;2007;19371
"MDG";306;2009;20495,7
"MDG";306;2010;21079,5
"MDG";306;2011;21678,9
"MDG";306;2012;22293,9
"MDG";306;2013;22924,9
"MDV";306;1980;154,3
"MDV";306;1985;183,5
"MDV";306;1990;215,9
"MDV";306;1995;245
"MDV";306;2000;272,7
"MDV";306;2005;297,6
"MDV";306;2006;302,8
"MDV";306;2007;308,2
"MDV";306;2009;319,7
"MDV";306;2010;325,7
"MDV";306;2011;332
"MDV";306;2012;338,4
"MDV";306;2013;345
"MEX";306;1980;70353
"MEX";306;1985;77859,3
"MEX";306;1990;86077
"MEX";306;1995;95392,6
"MEX";306;2000;103873,6
"MEX";306;2005;110731,8
"MEX";306;2006;112116,7
"MEX";306;2007;113529,8
"MEX";306;2009;116422,8
"MEX";306;2010;117886,4
"MEX";306;2011;119361,2
"MEX";306;2012;120847,5
"MEX";306;2013;122332,4
"MHL";306;1980;30,6
"MHL";306;1985;38,3
"MHL";306;1990;47,3
"MHL";306;1995;51
"MHL";306;2000;52,2
"MHL";306;2005;52,1
"MHL";306;2006;52,1
"MHL";306;2007;52,2
"MHL";306;2009;52,3
"MHL";306;2010;52,4
"MHL";306;2011;52,5
"MHL";306;2012;52,6
"MHL";306;2013;52,6
"MKD";306;1980;1895,7
"MKD";306;1985;1950,5
"MKD";306;1990;2009,7
"MKD";306;1995;1967
"MKD";306;2000;2052,1
"MKD";306;2005;2090
"MKD";306;2006;2093,8
"MKD";306;2007;2096,6
"MKD";306;2009;2100,6
"MKD";306;2010;2102,2
"MKD";306;2011;2103,9
"MKD";306;2012;2105,6
"MKD";306;2013;2107,2
"MLI";306;1980;6735,2
"MLI";306;1985;7405,2
"MLI";306;1990;7964,1
"MLI";306;1995;8988,9
"MLI";306;2000;10260,6
"MLI";306;2005;11941,3
"MLI";306;2006;12325,5
"MLI";306;2007;12725,6
"MLI";306;2009;13559,3
"MLI";306;2010;13986
"MLI";306;2011;14416,7
"MLI";306;2012;14853,6
"MLI";306;2013;15301,7
"MLT";306;1980;329,9
"MLT";306;1985;354,5
"MLT";306;1990;375,3
"MLT";306;1995;395,6
"MLT";306;2000;407,5
"MLT";306;2005;414,7
"MLT";306;2006;416,6
"MLT";306;2007;418,6
"MLT";306;2009;422,9
"MLT";306;2010;424,7
"MLT";306;2011;426,4
"MLT";306;2012;427,8
"MLT";306;2013;429
"MMR";306;1980;34474,8
"MMR";306;1985;38546,2
"MMR";306;1990;42123
"MMR";306;1995;45329,9
"MMR";306;2000;48453
"MMR";306;2005;50181
"MMR";306;2006;50500,1
"MMR";306;2007;50829
"MMR";306;2009;51540,5
"MMR";306;2010;51931,2
"MMR";306;2011;52350,8
"MMR";306;2012;52797,3
"MMR";306;2013;53259
"MNE";306;1980;579,1
"MNE";306;1985;594,5
"MNE";306;1990;614,6
"MNE";306;1995;614,7
"MNE";306;2000;611,2
"MNE";306;2005;615,8
"MNE";306;2006;616,9
"MNE";306;2007;617,8
"MNE";306;2009;619,4
"MNE";306;2010;620,1
"MNE";306;2011;620,6
"MNE";306;2012;621,1
"MNE";306;2013;621,4
"MNG";306;1980;1689,6
"MNG";306;1985;1921,9
"MNG";306;1990;2184,2
"MNG";306;1995;2298,1
"MNG";306;2000;2397,5
"MNG";306;2005;2526,5
"MNG";306;2006;2559,5
"MNG";306;2007;2595,1
"MNG";306;2009;2672,2
"MNG";306;2010;2712,7
"MNG";306;2011;2754,2
"MNG";306;2012;2796,5
"MNG";306;2013;2839,1
"MOZ";306;1980;12142
"MOZ";306;1985;13338,9
"MOZ";306;1990;13568
"MOZ";306;1995;15981,6
"MOZ";306;2000;18275,6
"MOZ";306;2005;21010,4
"MOZ";306;2006;21587,3
"MOZ";306;2007;22171,4
"MOZ";306;2009;23361
"MOZ";306;2010;23967,3
"MOZ";306;2011;24581,4
"MOZ";306;2012;25203,4
"MOZ";306;2013;25833,8
"MRT";306;1980;1534,1
"MRT";306;1985;1767,1
"MRT";306;1990;2024,2
"MRT";306;1995;2334,4
"MRT";306;2000;2708,1
"MRT";306;2005;3146,2
"MRT";306;2006;3237,7
"MRT";306;2007;3330
"MRT";306;2009;3516,1
"MRT";306;2010;3609,4
"MRT";306;2011;3702,8
"MRT";306;2012;3796,1
"MRT";306;2013;3889,9
"MUS";306;1980;966
"MUS";306;1985;1015,8
"MUS";306;1990;1055,9
"MUS";306;1995;1128,7
"MUS";306;2000;1185,1
"MUS";306;2005;1212,8
"MUS";306;2006;1216,5
"MUS";306;2007;1220
"MUS";306;2009;1226,8
"MUS";306;2010;1230,7
"MUS";306;2011;1234,9
"MUS";306;2012;1239,6
"MUS";306;2013;1244,4
"MWI";306;1980;6236,8
"MWI";306;1985;7264,5
"MWI";306;1990;9447,1
"MWI";306;1995;9964,1
"MWI";306;2000;11321,5
"MWI";306;2005;12924,7
"MWI";306;2006;13307,5
"MWI";306;2007;13713,8
"MWI";306;2009;14573,3
"MWI";306;2010;15013,7
"MWI";306;2011;15457,5
"MWI";306;2012;15906,5
"MWI";306;2013;16362,6
"MYS";306;1980;13833,7
"MYS";306;1985;15764,3
"MYS";306;1990;18211,1
"MYS";306;1995;20725,4
"MYS";306;2000;23420,8
"MYS";306;2005;25843,5
"MYS";306;2006;26327,1
"MYS";306;2007;26813,8
"MYS";306;2009;27790,3
"MYS";306;2010;28275,8
"MYS";306;2011;28759
"MYS";306;2012;29239,9
"MYS";306;2013;29717
"NAM";306;1980;1012,8
"NAM";306;1985;1149,4
"NAM";306;1990;1415,4
"NAM";306;1995;1654,2
"NAM";306;2000;1898
"NAM";306;2005;2027
"NAM";306;2006;2052,9
"NAM";306;2007;2080,7
"NAM";306;2009;2143,5
"NAM";306;2010;2179
"NAM";306;2011;2217,6
"NAM";306;2012;2259,4
"NAM";306;2013;2303,3
"NER";306;1980;5834,2
"NER";306;1985;6705,2
"NER";306;1990;7753,9
"NER";306;1995;9167,1
"NER";306;2000;10989,8
"NER";306;2005;13183,8
"NER";306;2006;13679,7
"NER";306;2007;14197,3
"NER";306;2009;15302,9
"NER";306;2010;15893,7
"NER";306;2011;16511,5
"NER";306;2012;17157
"NER";306;2013;17831,3
"NGA";306;1980;73698,1
"NGA";306;1985;83901,6
"NGA";306;1990;95617,4
"NGA";306;1995;108424,8
"NGA";306;2000;122876,7
"NGA";306;2005;139585,9
"NGA";306;2006;143314,9
"NGA";306;2007;147187,4
"NGA";306;2009;155381
"NGA";306;2010;159707,8
"NGA";306;2011;164192,9
"NGA";306;2012;168833,8
"NGA";306;2013;173615,3
"NIC";306;1980;3250,5
"NIC";306;1985;3709,7
"NIC";306;1990;4137,8
"NIC";306;1995;4659,5
"NIC";306;2000;5100,9
"NIC";306;2005;5455,2
"NIC";306;2006;5524,9
"NIC";306;2007;5595,5
"NIC";306;2009;5743,3
"NIC";306;2010;5822,2
"NIC";306;2011;5905,1
"NIC";306;2012;5991,7
"NIC";306;2013;6080,5
"NLD";306;1980;14087
"NLD";306;1985;14451,8
"NLD";306;1990;14890,3
"NLD";306;1995;15420
"NLD";306;2000;15859,9
"NLD";306;2005;16302,2
"NLD";306;2006;16375,8
"NLD";306;2007;16442,8
"NLD";306;2009;16561,3
"NLD";306;2010;16615,2
"NLD";306;2011;16666,2
"NLD";306;2012;16714
"NLD";306;2013;16759,2
"NOR";306;1980;4082,5
"NOR";306;1985;4148,4
"NOR";306;1990;4240,4
"NOR";306;1995;4359,8
"NOR";306;2000;4491,6
"NOR";306;2005;4624,4
"NOR";306;2006;4669
"NOR";306;2007;4721,1
"NOR";306;2009;4835,6
"NOR";306;2010;4891,3
"NOR";306;2011;4943,8
"NOR";306;2012;4993,9
"NOR";306;2013;5042,7
"NPL";306;1980;14384,9
"NPL";306;1985;16144
"NPL";306;1990;18111,2
"NPL";306;1995;20587,2
"NPL";306;2000;23184,2
"NPL";306;2005;25292,1
"NPL";306;2006;25634
"NPL";306;2007;25950
"NPL";306;2009;26544,9
"NPL";306;2010;26846
"NPL";306;2011;27156,4
"NPL";306;2012;27474,4
"NPL";306;2013;27797,5
"NRU";306;1980;7,5
"NRU";306;1985;8,2
"NRU";306;1990;9,2
"NRU";306;1995;10
"NRU";306;2000;10
"NRU";306;2005;10,1
"NRU";306;2006;10,1
"NRU";306;2007;10,1
"NRU";306;2009;10
"NRU";306;2010;10
"NRU";306;2011;10
"NRU";306;2012;10
"NRU";306;2013;10,1
"NZL";306;1980;3147,2
"NZL";306;1985;3268,7
"NZL";306;1990;3398
"NZL";306;1995;3675,1
"NZL";306;2000;3858
"NZL";306;2005;4134,1
"NZL";306;2006;4185
"NZL";306;2007;4232,7
"NZL";306;2009;4322,9
"NZL";306;2010;4368,1
"NZL";306;2011;4413,9
"NZL";306;2012;4459,9
"NZL";306;2013;4505,8
"OMN";306;1980;1154,4
"OMN";306;1985;1498,4
"OMN";306;1990;1810,1
"OMN";306;1995;2154,6
"OMN";306;2000;2192,5
"OMN";306;2005;2522,3
"OMN";306;2006;2554,9
"OMN";306;2007;2569,7
"OMN";306;2009;2663,2
"OMN";306;2010;2802,8
"OMN";306;2011;3024,8
"OMN";306;2012;3314
"OMN";306;2013;3632,4
"PAK";306;1980;79984,3
"PAK";306;1985;94783,5
"PAK";306;1990;111090,9
"PAK";306;1995;126689,6
"PAK";306;2000;143832
"PAK";306;2005;157971,4
"PAK";306;2006;160905,8
"PAK";306;2007;163928,3
"PAK";306;2009;170094
"PAK";306;2010;173149,3
"PAK";306;2011;176166,4
"PAK";306;2012;179160,1
"PAK";306;2013;182142,6
"PAN";306;1980;1990,1
"PAN";306;1985;2233,1
"PAN";306;1990;2486,8
"PAN";306;1995;2757
"PAN";306;2000;3054,8
"PAN";306;2005;3365,9
"PAN";306;2006;3428,5
"PAN";306;2007;3491
"PAN";306;2009;3615,8
"PAN";306;2010;3678,1
"PAN";306;2011;3740,3
"PAN";306;2012;3802,3
"PAN";306;2013;3864,2
"PER";306;1980;17328,5
"PER";306;1985;19525,2
"PER";306;1990;21772
"PER";306;1995;23939,3
"PER";306;2000;26000,1
"PER";306;2005;27723,3
"PER";306;2006;28030,7
"PER";306;2007;28328,4
"PER";306;2009;28934,3
"PER";306;2010;29262,8
"PER";306;2011;29614,9
"PER";306;2012;29987,8
"PER";306;2013;30375,6
"PHL";306;1980;47398,4
"PHL";306;1985;54325
"PHL";306;1990;61948,7
"PHL";306;1995;69606,5
"PHL";306;2000;77651,8
"PHL";306;2005;85821,2
"PHL";306;2006;87366,6
"PHL";306;2007;88875,5
"PHL";306;2009;91886,4
"PHL";306;2010;93444,3
"PHL";306;2011;95053,4
"PHL";306;2012;96706,8
"PHL";306;2013;98393,6
"PLW";306;1980;12,2
"PLW";306;1985;13,7
"PLW";306;1990;15,1
"PLW";306;1995;17,3
"PLW";306;2000;19,2
"PLW";306;2005;19,9
"PLW";306;2006;20
"PLW";306;2007;20,1
"PLW";306;2009;20,3
"PLW";306;2010;20,5
"PLW";306;2011;20,6
"PLW";306;2012;20,8
"PLW";306;2013;20,9
"PNG";306;1980;3215,5
"PNG";306;1985;3677,9
"PNG";306;1990;4157,9
"PNG";306;1995;4715,9
"PNG";306;2000;5379,2
"PNG";306;2005;6096
"PNG";306;2006;6245,8
"PNG";306;2007;6397,6
"PNG";306;2009;6704,8
"PNG";306;2010;6858,9
"PNG";306;2011;7013
"PNG";306;2012;7167
"PNG";306;2013;7321,3
"POL";306;1980;35640,7
"POL";306;1985;37284,5
"POL";306;1990;38149,9
"POL";306;1995;38479,9
"POL";306;2000;38351,4
"POL";306;2005;38206,3
"POL";306;2006;38194,2
"POL";306;2007;38189,1
"POL";306;2009;38193,6
"POL";306;2010;38198,8
"POL";306;2011;38204,6
"POL";306;2012;38210,9
"POL";306;2013;38216,6
"PRT";306;1980;9764,8
"PRT";306;1985;9938,2
"PRT";306;1990;9899,5
"PRT";306;1995;10097,1
"PRT";306;2000;10306,2
"PRT";306;2005;10511
"PRT";306;2006;10536,7
"PRT";306;2007;10555,9
"PRT";306;2009;10580,7
"PRT";306;2010;10589,8
"PRT";306;2011;10597,6
"PRT";306;2012;10603,8
"PRT";306;2013;10608,2
"PRY";306;1980;3198,8
"PRY";306;1985;3703,5
"PRY";306;1990;4249,7
"PRY";306;1995;4801,8
"PRY";306;2000;5350,3
"PRY";306;2005;5904,2
"PRY";306;2006;6014,8
"PRY";306;2007;6125,3
"PRY";306;2009;6347,4
"PRY";306;2010;6459,7
"PRY";306;2011;6573,1
"PRY";306;2012;6687,4
"PRY";306;2013;6802,3
"QAT";306;1980;223,8
"QAT";306;1985;371
"QAT";306;1990;476,5
"QAT";306;1995;501,2
"QAT";306;2000;593,7
"QAT";306;2005;821,2
"QAT";306;2006;967,6
"QAT";306;2007;1152,5
"QAT";306;2009;1564,1
"QAT";306;2010;1749,7
"QAT";306;2011;1910,9
"QAT";306;2012;2050,5
"QAT";306;2013;2168,7
"ROU";306;1980;22399,8
"ROU";306;1985;22897,6
"ROU";306;1990;23372,1
"ROU";306;1995;22963,5
"ROU";306;2000;22388,4
"ROU";306;2005;22113,3
"ROU";306;2006;22065,4
"ROU";306;2007;22015,9
"ROU";306;2009;21913,3
"ROU";306;2010;21861,5
"ROU";306;2011;21808,9
"ROU";306;2012;21754,7
"ROU";306;2013;21698,6
"RUS";306;1980;138535,8
"RUS";306;1985;143524,1
"RUS";306;1990;148148,8
"RUS";306;1995;148602,1
"RUS";306;2000;146762,9
"RUS";306;2005;143933
"RUS";306;2006;143715
"RUS";306;2007;143652,4
"RUS";306;2009;143689,7
"RUS";306;2010;143617,9
"RUS";306;2011;143438,2
"RUS";306;2012;143169,7
"RUS";306;2013;142833,7
"RWA";306;1980;5140,8
"RWA";306;1985;6112,6
"RWA";306;1990;7214,7
"RWA";306;1995;5663,8
